|   name |               Cluster Name |         ra |       dec |     z |  gal_l |   mass | complete | lowmass |                    CHANCES |                   Abell |  CODEX |             ACT-DR5 |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT |
|  82417 |                      82417 |  160.91457 | -35.33298 | 0.392 | 275.47 |  75.29 |    False |    True |                            |                         |  82417 |                     |                    |                 |          |                   |
|  55630 |                      55630 |   49.82617 |   2.09874 | 0.392 | 179.50 |  76.29 |    False |    True |                            |                         |  55630 | ACT-CL J0319.3+0205 | PSZ2 G179.45-43.92 |                 |          |                   |
|  71099 |                      71099 | -139.73564 | -17.18883 | 0.393 | 337.02 |  81.15 |    False |    True |                            |                         |  71099 |                     | PSZ2 G337.01+38.30 |                 |          |                   |
|  80869 |                      80869 |   29.86591 | -33.54585 | 0.394 | 240.71 |  73.06 |    False |    True |                            |                         |  80869 | ACT-CL J0159.3-3331 | PSZ2 G240.71-74.03 |                 |          |                   |
|  73192 |                ABELL S0391 |   56.94635 | -23.54501 | 0.394 | 217.88 |  77.39 |    False |    True |                            |             ABELL S0391 |  73192 | ACT-CL J0347.8-2332 |                    |                 |          |                   |
|  77013 |                      77013 |   27.88781 | -29.00612 | 0.394 | 224.50 | 122.99 |    False |    True |                            |                         |  77013 | ACT-CL J0151.6-2859 | PSZ2 G224.40-76.54 |                 |          |                   |
|  74606 |                      74606 |  155.33075 | -23.32600 | 0.396 | 263.67 | 101.25 |    False |    True |                            |                         |  74606 |                     | PSZ2 G263.65+27.87 |                 |          |                   |
|  63810 |           RXC J2211.7-0350 |  -27.06565 |  -3.83256 | 0.397 |  57.25 | 134.20 |     True |   False |           RXC J2211.7-0350 |                         |  63810 | ACT-CL J2211.7-0349 | PSZ2 G057.25-45.34 |                 |          |                   |
|  69257 |                      69257 |   71.76096 | -15.33551 | 0.398 | 213.50 | 101.77 |    False |    True |                            |                         |  69257 |                     |                    |                 |          |                   |
|  81661 |         PSZ2 G241.11-28.68 |   85.75670 | -35.97975 | 0.398 | 241.11 | 119.51 |    False |    True |         PSZ2 G241.11-28.68 |                         |  81661 | ACT-CL J0542.9-3559 | PSZ2 G241.11-28.68 |                 |          |                   |
|  57452 |                      57452 |  165.15681 |  -2.57183 | 0.399 | 256.60 |  85.55 |    False |    True |                            |                         |  57452 | ACT-CL J1100.6-0234 |                    |                 |          |                   |
|  70167 |                      70167 |  143.06419 | -17.63624 | 0.400 | 250.02 | 109.61 |    False |    True |                            |                         |  70167 |                     | PSZ2 G250.04+24.14 |                 |          |                   |
|  61842 |                      61842 |  155.15359 |  -5.82149 | 0.400 | 249.37 |  74.31 |    False |    True |                            |                         |  61842 |                     |                    |                 |          |                   |
|  70481 |                      70481 |  161.26342 | -18.24220 | 0.400 | 265.39 |  88.86 |    False |    True |                            |                         |  70481 |                     |                    |                 |          |                   |
|  50931 |                      50931 |   18.10712 |   3.53555 | 0.402 | 133.12 |  80.63 |    False |    True |                            |                         |  50931 | ACT-CL J0112.4+0333 |                    |                 |          |                   |
|  80876 |         PSZ2 G243.15-73.84 |   29.76521 | -34.22221 | 0.402 | 243.10 | 129.76 |    False |    True |         PSZ2 G243.15-73.84 |                         |  80876 | ACT-CL J0159.0-3413 | PSZ2 G243.15-73.84 |                 |          |                   |
|  62641 |                      62641 | -143.19018 |  -6.76117 | 0.403 | 340.79 | 108.67 |    False |    True |                            |                         |  62641 |                     |                    |                 |          |                   |
|  68240 |                      68240 |   -9.98209 | -12.02046 | 0.405 |  63.66 |  80.23 |    False |    True |                            |                         |  68240 | ACT-CL J2320.1-1202 |                    |                 |          |                   |
|  77011 |                      77011 |   28.14234 | -28.87916 | 0.406 | 223.89 | 111.17 |    False |    True |                            |                         |  77011 | ACT-CL J0152.5-2853 | PSZ2 G224.03-76.42 |                 |          |                   |
|  64550 |                      64550 |   29.95835 |  -8.83293 | 0.407 | 167.59 | 120.38 |    False |    True |                            |                         |  64550 | ACT-CL J0159.8-0849 | PSZ2 G167.66-65.59 |                 |          |                   |
|  59027 |                      59027 |  -46.13934 |   1.10255 | 0.407 |  49.31 |  82.46 |    False |    True |                            |                         |  59027 | ACT-CL J2055.4+0105 |                    |                 |          |                   |
