|                name |         ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS |            CHANCES |                   Abell |               PSZ2 |
| ACT-CL J1324.9+0223 | -158.77079 |   2.40000 | 0.206 | 322.31 |  2.51 |    False |   False |  SPLUS-n03n38 |                    |                         |                    |
| ACT-CL J1325.2+0357 | -158.68744 |   3.95835 | 0.256 | 323.61 |  2.71 |    False |   False |  SPLUS-n04n38 |                    |                         |                    |
| ACT-CL J1325.4+0420 | -158.63467 |   4.34301 | 0.338 | 324.03 |  2.84 |    False |   False |  SPLUS-n04n38 |                    |                         |                    |
| ACT-CL J1327.0+0212 | -158.24379 |   2.20383 | 0.260 | 323.31 |  6.47 |    False |    True |  SPLUS-n03n39 |                    |              ABELL 1733 | PSZ2 G323.30+63.66 |
| ACT-CL J1327.3+0337 | -158.15565 |   3.62785 | 0.225 | 324.56 |  3.90 |    False |   False |  SPLUS-n04n39 |                    |              ABELL 1743 |                    |
| ACT-CL J1331.1+0100 | -157.20244 |   1.00506 | 0.348 | 324.64 |  6.53 |    False |    True |  SPLUS-n02n39 |                    |                         | PSZ2 G324.69+62.17 |
| ACT-CL J1331.6+0452 | -157.07971 |   4.88277 | 0.172 | 328.03 |  2.73 |    False |   False |  SPLUS-n05n40 |                    |              ABELL 1753 |                    |
| ACT-CL J1336.8-0104 | -155.78746 |  -1.08333 | 0.430 | 325.93 |  2.62 |    False |   False |  SPLUS-n02s40 |                    |                         |                    |
| ACT-CL J1340.9-0152 | -154.75886 |  -1.86744 | 0.360 | 327.25 |  4.44 |    False |   False |  SPLUS-n02s41 |                    |                         |                    |
| ACT-CL J1344.5+0222 | -153.86591 |   2.37582 | 0.391 | 332.37 |  4.62 |    False |   False |  SPLUS-n03n42 |                    |                         | PSZ2 G332.36+62.19 |
| ACT-CL J1344.8+0240 | -153.80000 |   2.67915 | 0.450 | 332.78 |  2.73 |    False |   False |  SPLUS-n03n42 |                    |                         |                    |
| ACT-CL J1347.3+0334 | -153.15692 |   3.56798 | 0.427 | 334.91 |  2.78 |    False |   False |  SPLUS-n04n42 |                    |                         |                    |
| ACT-CL J1348.9-0158 | -152.76076 |  -1.97499 | 0.326 | 330.66 |  3.14 |    False |   False |  SPLUS-n02s43 |                    |                         |                    |
| ACT-CL J1350.6-0248 | -152.34572 |  -2.81571 | 0.402 | 330.72 |  4.10 |    False |   False |  SPLUS-n03s43 |                    |                         |                    |
| ACT-CL J1352.6+0441 | -151.84612 |   4.68442 | 0.401 | 338.65 |  3.15 |    False |   False |  SPLUS-n04n43 |                    |                         |                    |
| ACT-CL J1354.5+0401 | -151.37079 |   4.02722 | 0.257 | 338.78 |  3.14 |    False |   False |  SPLUS-n04n44 |                    |              ABELL 1815 |                    |
| ACT-CL J1355.1+0430 | -151.20268 |   4.50294 | 0.185 | 339.63 |  4.82 |    False |    True |  SPLUS-n04n44 |                    |                         |                    |
| ACT-CL J1355.9+0453 | -151.02500 |   4.88764 | 0.441 | 340.42 |  2.21 |    False |   False |  SPLUS-n05n44 |                    |                         |                    |
| ACT-CL J1355.9+0210 | -151.00405 |   2.18333 | 0.263 | 337.45 |  2.78 |    False |   False |  SPLUS-n03n44 |                    |                         |                    |
| ACT-CL J1356.4+0339 | -150.89338 |   3.66166 | 0.282 | 339.24 |  2.39 |    False |   False |  SPLUS-n04n44 |                    |                         |                    |
| ACT-CL J1357.1-0111 | -150.71647 |  -1.19177 | 0.398 | 334.74 |  4.47 |    False |   False |  SPLUS-n02s44 |                    |                         |                    |
| ACT-CL J1400.0-0241 | -149.98541 |  -2.69991 | 0.419 | 334.63 |  3.08 |    False |   False |  SPLUS-n03s45 |                    |                         |                    |
| ACT-CL J1401.0+0252 | -149.74223 |   2.87571 | 0.252 | 340.38 | 15.23 |     True |   False |  SPLUS-n03n45 |          Abell1835 |              ABELL 1835 | PSZ2 G340.36+60.58 |
| ACT-CL J1405.4+0020 | -148.63049 |   0.33468 | 0.440 | 339.55 |  3.13 |    False |   False |  SPLUS-n01s46 |                    |                         |                    |
| ACT-CL J1405.6-0312 | -148.58331 |  -3.20003 | 0.338 | 336.37 |  2.93 |    False |   False |  SPLUS-n03s46 |                    |                         |                    |
| ACT-CL J1414.7+0145 | -146.31785 |   1.76578 | 0.230 | 344.65 |  2.95 |    False |   False |  SPLUS-n02n47 |                    |                         |                    |
| ACT-CL J1422.7+0342 | -144.31457 |   3.70467 | 0.412 | 349.86 |  2.52 |    False |   False |  SPLUS-n04n49 |                    |                         |                    |
| ACT-CL J1423.9+0420 | -144.02024 |   4.33916 | 0.393 | 351.07 |  3.45 |    False |   False |  SPLUS-n04n49 |                    |                         |                    |
| ACT-CL J1424.0-0033 | -143.99319 |  -0.55980 | 0.230 | 345.50 |  2.85 |    False |   False |  SPLUS-n01s49 |                    |                         |                    |
| ACT-CL J1428.9+0144 | -142.75688 |   1.74462 | 0.317 | 349.69 |  4.33 |    False |   False |  SPLUS-n02n50 |                    |                         |                    |
| ACT-CL J1438.9+0456 | -140.25727 |   4.93804 | 0.404 | 356.83 |  1.93 |    False |   False |  SPLUS-n05n52 |                    |                         |                    |
| ACT-CL J1440.5-0137 | -139.87372 |  -1.62422 | 0.309 | 349.71 |  4.58 |    False |   False |  SPLUS-n02s52 |                    |                         |                    |
| ACT-CL J1440.7+0355 | -139.81711 |   3.92571 | 0.425 | 356.08 |  3.13 |    False |   False |  SPLUS-n04n52 |                    |                         |                    |
| ACT-CL J1448.2-0319 | -137.93468 |  -3.32282 | 0.346 | 350.27 |  3.80 |    False |   False |  SPLUS-n03s53 |                    |                         |                    |
| ACT-CL J1450.0+0049 | -137.47666 |   0.82499 | 0.375 | 355.17 |  3.43 |    False |   False |  SPLUS-n02n54 |                    |                         |                    |
| ACT-CL J1450.6+0055 | -137.33339 |   0.92751 | 0.421 | 355.44 |  3.28 |    False |   False |  SPLUS-n02n54 |                    |                         |                    |
| ACT-CL J1454.2+0434 | -136.43305 |   4.58085 | 0.355 |   0.80 |  3.29 |    False |   False |  SPLUS-n04n55 |                    |                         |                    |
| ACT-CL J1458.2-0007 | -135.42656 |  -0.12336 | 0.384 | 356.37 |  3.61 |    False |   False |  SPLUS-n01s55 |                    |                         |                    |
| ACT-CL J1458.4+0439 | -135.37827 |   4.66145 | 0.442 |   2.02 |  2.70 |    False |   False |  SPLUS-n04n55 |                    |                         |                    |
| ACT-CL J1459.4+0321 | -135.13356 |   3.35167 | 0.269 |   0.67 |  5.07 |    False |   False |  SPLUS-n03n55 |                    |                         |                    |
| ACT-CL J1500.5+0152 | -134.85926 |   1.87569 | 0.424 | 359.22 |  3.60 |    False |   False |               |                    |                         |                    |
| ACT-CL J1501.2-0258 | -134.69164 |  -2.97500 | 0.410 | 354.15 |  2.83 |    False |   False |               |                    |                         |                    |
| ACT-CL J1503.2+0437 | -134.19732 |   4.62585 | 0.326 |   3.19 |  2.44 |    False |   False |               |                    |                         |                    |
| ACT-CL J1504.1-0248 | -133.97156 |  -2.80629 | 0.217 | 355.07 | 11.27 |     True |   False |               |   RXC J1504.1-0248 |                         | PSZ2 G355.07+46.20 |
| ACT-CL J1510.4-0402 | -132.38903 |  -4.03895 | 0.448 | 355.43 |  3.44 |    False |   False |               |                    |                         |                    |
| ACT-CL J1515.2+0423 | -131.17781 |   4.39441 | 0.097 |   5.82 |  1.96 |    False |   False |               |                    |              ABELL 2048 |                    |
| ACT-CL J1516.3+0005 | -130.92077 |   0.08750 | 0.118 |   1.12 |  3.54 |    False |    True |               |                    |              ABELL 2050 |                    |
| ACT-CL J1521.1+0213 | -129.72011 |   2.21844 | 0.088 |   4.60 |  3.20 |    False |    True |               |                    |                         |                    |
| ACT-CL J1526.4+0157 | -128.39834 |   1.96553 | 0.306 |   5.48 |  3.94 |    False |   False |               |                    |                         |                    |
| ACT-CL J1531.3-0007 | -127.16945 |  -0.12555 | 0.342 |   4.25 |  3.62 |    False |   False |               |                    |                         |                    |
| ACT-CL J1533.7+0336 | -126.56301 |   3.61381 | 0.293 |   8.89 |  4.65 |    False |   False |               |                    |                         |                    |
| ACT-CL J1535.0+0120 | -126.23500 |   1.34457 | 0.311 |   6.62 |  3.01 |    False |   False |               |                    |                         |                    |
| ACT-CL J1535.7+0004 | -126.05660 |   0.06670 | 0.295 |   5.39 |  3.08 |    False |   False |               |                    |                         |                    |
| ACT-CL J1537.0+0209 | -125.73986 |   2.16485 | 0.391 |   7.93 |  3.60 |    False |   False |               |                    |                         |                    |
| ACT-CL J1538.7+0430 | -125.30311 |   4.51010 | 0.396 |  10.93 |  2.57 |    False |   False |               |                    |                         |                    |
| ACT-CL J1538.8-0139 | -125.30000 |  -1.65425 | 0.417 |   4.22 |  2.69 |    False |   False |               |                    |                         |                    |
| ACT-CL J1540.1-0318 | -124.95604 |  -3.31286 | 0.153 |   2.82 |  7.26 |    False |    True |               |                    |              ABELL 2104 | PSZ2 G002.82+39.23 |
| ACT-CL J1541.4+0101 | -124.64845 |   1.02833 | 0.161 |   7.57 |  3.07 |    False |   False |               |                    |                         |                    |
| ACT-CL J1548.8+0035 | -122.78059 |   0.58893 | 0.227 |   8.55 |  2.55 |    False |   False |               |                    |                         |                    |
| ACT-CL J1551.9-0207 | -122.00311 |  -2.12323 | 0.281 |   6.35 |  5.11 |    False |   False |               |                    |                         |                    |
| ACT-CL J1553.1+0210 | -121.72500 |   2.17915 | 0.204 |  11.04 |  2.44 |    False |   False |               |                    |                         |                    |
| ACT-CL J1603.3+0317 | -119.17087 |   3.28741 | 0.222 |  14.04 |  2.88 |    False |   False |               |                    |                         | PSZ2 G014.09+38.38 |
| ACT-CL J1611.3+0459 | -117.15429 |   4.98346 | 0.364 |  17.21 |  2.89 |    False |   False |               |                    |                         |                    |
| ACT-CL J1614.4-0007 | -116.39172 |  -0.13220 | 0.350 |  12.36 |  5.13 |    False |   False |               |                    |                         |                    |
| ACT-CL J1615.3-0353 | -116.16209 |  -3.89440 | 0.301 |   8.82 |  3.57 |    False |   False |               |                    |                         |                    |
| ACT-CL J1619.4-0154 | -115.14265 |  -1.90494 | 0.405 |  11.44 |  5.99 |    False |    True |               |                    |                         |                    |
| ACT-CL J1620.7+0046 | -114.82500 |   0.77669 | 0.237 |  14.31 |  3.17 |    False |   False |               |                    |                         |                    |
| ACT-CL J1632.8+0032 | -111.78891 |   0.54729 | 0.390 |  15.98 |  3.33 |    False |   False |               |                    |                         |                    |
| ACT-CL J1636.4+0308 | -110.87671 |   3.14640 | 0.275 |  19.13 | 10.05 |    False |    True |               |                    |                         | PSZ2 G019.12+31.23 |
| ACT-CL J1644.9+0139 | -108.75228 |   1.66603 | 0.329 |  18.88 |  6.15 |    False |    True |               |                    |                         |                    |
| ACT-CL J1647.4+0440 | -108.13312 |   4.67381 | 0.285 |  22.23 |  4.55 |    False |   False |               |                    |                         |                    |
| ACT-CL J1715.1+0309 | -101.20405 |   3.15608 | 0.165 |  24.41 |  5.69 |    False |    True |               |                    |                         | PSZ2 G024.44+22.76 |
| ACT-CL J1914.6-5928 |  -71.34068 | -59.46727 | 0.264 | 337.15 |  7.83 |    False |    True |               |                    |                         | PSZ2 G337.14-25.98 |
